Case ID,Activity,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Others,Completion Time (minutes)
Case 12,Turning Q.C.,0,,,,0,0,46.0
Case 12,Turning - Machine 9,0,,,,0,0,509.0
Case 12,Turning - Machine 9,1,4.0,0.0,543.0,1,4,587.0
Case 12,Turning - Machine 9,0,,,,0,0,347.0
Case 12,Turning - Machine 9,0,,,,0,0,412.0
Case 12,Turning - Machine 9,0,,,,0,0,348.0
Case 12,Turning - Machine 9,0,,,,0,0,105.0
Case 12,Turning - Machine 9,5,7.2,0.0,166.4,3,36,164.0
Case 12,Turning Q.C.,1,50.0,0.0,290.0,1,50,75.0
Case 12,Turning & Milling - Machine 9,6,12.5,0.0,67.5,4,75,75.0
Case 12,Lapping - Machine 1,1,0.0,0.0,130.0,1,0,120.0
Case 12,Flat Grinding - Machine 11,6,31.125,0.0,82.375,3,249,75.0
Case 12,Flat Grinding - Machine 11,0,,,,0,0,167.0
Case 12,Laser Marking - Machine 7,0,,,,0,0,60.0
Case 12,Flat Grinding - Machine 11,4,50.0,0.0,60.0,1,250,75.0
Case 12,Flat Grinding - Machine 11,4,50.0,0.0,60.0,1,250,75.0
Case 12,Final Inspection Q.C.,2,25.666666666666668,0.0,107.0,3,77,143.0
Case 12,Laser Marking - Machine 7,2,99.5,0.0,75.0,1,199,170.0
Case 12,Flat Grinding - Machine 11,1,149.0,0.0,75.0,1,149,1.0
Case 12,Flat Grinding - Machine 11,0,,,,0,0,111.0
Case 12,Final Inspection Q.C.,0,,,,0,0,120.0
Case 12,Final Inspection Q.C.,0,,,,0,0,103.0
Case 12,Final Inspection Q.C.,1,0.0,0.0,33.0,1,0,1.0
Case 12,Packing,6,46.375,0.0,63.75,2,371,60.0
Case 120,Turning & Milling - Machine 5,1,0.0,0.0,16.0,1,0,289.0
Case 120,Turning & Milling - Machine 5,1,8.0,0.0,23.0,1,8,428.0
Case 120,Turning & Milling - Machine 5,0,,,,0,0,377.0
Case 120,Turning & Milling Q.C.,0,,,,0,0,62.0
Case 120,Laser Marking - Machine 7,1,23.0,0.0,69.0,1,23,69.0
Case 120,Lapping - Machine 1,1,60.0,0.0,1.0,1,60,79.0
Case 120,Round Grinding - Machine 12,6,25.0,0.5,200.83333333333334,5,150,206.0
Case 120,Round Grinding - Machine 12,0,,,,0,0,100.0
Case 120,Round Grinding - Machine 3,1,10.0,0.0,206.0,1,10,211.0
Case 120,Round Grinding - Machine 3,1,9.0,0.0,463.0,1,9,8.0
Case 120,Round Grinding - Machine 3,0,,,,0,0,165.0
Case 120,Final Inspection Q.C.,0,,,,0,0,75.0
Case 121,Turning & Milling - Machine 5,0,,,,0,0,119.0
Case 121,Turning & Milling - Machine 5,6,7.571428571428571,0.0,73.0,3,53,181.0
Case 121,Turning Q.C.,6,7.571428571428571,0.0,73.0,3,53,75.0
Case 121,Turning & Milling - Machine 5,3,48.75,0.5,170.25,3,195,206.0
Case 121,Turning Q.C.,0,,,,0,0,60.0
Case 121,Turning & Milling - Machine 4,1,112.0,0.0,87.0,1,112,234.0
Case 121,Turning & Milling - Machine 4,1,112.0,0.0,87.0,1,112,75.0
Case 121,Turning & Milling - Machine 4,0,,,,0,0,119.0
Case 121,Turning & Milling - Machine 4,0,,,,0,0,96.0
Case 121,Turning & Milling Q.C.,0,,,,0,0,38.0
Case 121,Laser Marking - Machine 7,1,28.0,0.0,24.0,1,28,24.0
Case 121,Deburring - Manual,0,,,,0,0,1.0
Case 121,Flat Grinding - Machine 11,0,,,,0,0,93.0
Case 121,Lapping - Machine 1,0,,,,0,0,111.0
Case 121,Round Grinding - Machine 3,3,14.666666666666666,0.3333333333333333,280.6666666666667,2,44,117.0
Case 121,Round Grinding - Machine 3,0,,,,0,0,197.0
Case 121,Round Grinding - Q.C.,1,139.0,0.0,89.0,1,139,121.0
Case 121,Lapping - Machine 1,0,,,,0,0,161.0
Case 121,Round Grinding - Machine 3,0,,,,0,0,40.0
Case 121,Round Grinding - Machine 3,3,20.0,0.0,104.33333333333333,2,60,363.0
Case 122,Turning & Milling - Machine 5,0,,,,0,0,163.0
Case 122,Turning & Milling - Machine 5,0,,,,0,0,301.0
Case 122,Turning & Milling - Machine 5,1,0.0,0.0,64.0,1,0,321.0
Case 122,Turning & Milling - Machine 5,1,240.0,0.0,1.0,1,240,221.0
Case 122,Turning & Milling Q.C.,1,65.0,0.0,85.0,1,65,90.0
Case 122,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 122,Laser Marking - Machine 7,1,1.0,0.0,474.0,1,1,75.0
Case 122,Deburring - Manual,1,148.0,0.0,247.0,1,148,75.0
Case 122,Flat Grinding - Machine 11,1,148.0,0.0,247.0,1,148,75.0
Case 122,Lapping - Machine 1,0,,,,0,0,66.0
Case 122,Round Grinding - Machine 2,1,7.0,0.0,177.0,1,7,145.0
Case 122,Round Grinding - Machine 2,0,,,,0,0,225.0
Case 122,Round Grinding - Q.C.,0,,,,0,0,230.0
Case 122,Round Grinding - Q.C.,1,1.0,0.0,227.0,1,1,44.0
Case 122,Lapping - Machine 1,8,18.8,0.0,64.5,3,188,75.0
Case 122,Lapping - Machine 1,0,,,,0,0,105.0
Case 122,Round Grinding - Machine 2,0,,,,0,0,114.0
Case 122,Round Grinding - Machine 2,0,,,,0,0,95.0
Case 122,Round Grinding - Machine 2,0,,,,0,0,239.0
Case 122,Final Inspection Q.C.,2,4.5,0.0,59.5,1,9,141.0
Case 122,Final Inspection Q.C.,1,0.0,0.0,120.0,1,0,100.0
Case 122,Laser Marking - Machine 7,1,31.0,0.0,438.0,1,31,90.0
Case 122,Grinding Rework - Machine 12,1,51.0,0.0,629.0,1,51,107.0
Case 122,Final Inspection Q.C.,4,83.0,1.5,222.25,3,332,100.0
Case 122,Final Inspection Q.C.,0,,,,0,0,30.0
Case 122,Packing,8,25.0,0.0,65.625,3,200,60.0
Case 123,Turning & Milling - Machine 4,7,69.8,0.0,69.0,5,698,75.0
Case 123,Turning & Milling - Machine 4,1,10.0,0.0,245.0,1,10,150.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,270.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,80.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,437.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,338.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,122.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,76.0
Case 123,Turning & Milling - Machine 4,2,24.5,0.0,337.5,2,49,2.0
Case 123,Turning & Milling - Machine 4,2,24.5,0.0,337.5,2,49,336.0
Case 123,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 123,Turning & Milling - Machine 4,1,36.0,0.0,1326.0,1,36,1328.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,1.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,89.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,18.0
Case 123,Turning & Milling Q.C.,3,19.5,0.0,234.5,3,78,161.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,1.0
Case 123,Turning & Milling - Machine 4,0,,,,0,0,1.0
Case 123,Laser Marking - Machine 7,1,3.0,0.0,120.5,2,6,50.0
Case 124,Turning & Milling - Machine 4,3,4.333333333333333,1.0,317.3333333333333,3,13,455.0
Case 124,Turning & Milling - Machine 4,1,26.0,4.0,83.0,1,26,83.0
Case 124,Turning & Milling - Machine 4,1,106.0,0.0,33.0,1,106,115.0
Case 124,Turning & Milling - Machine 4,0,,,,0,0,282.0
Case 124,Turning & Milling Q.C.,0,,,,0,0,99.0
Case 124,Laser Marking - Machine 7,2,56.5,0.0,173.5,2,113,19.0
Case 124,Lapping - Machine 1,3,0.3333333333333333,0.0,212.33333333333334,3,1,14.0
Case 124,Final Inspection Q.C.,2,4.5,0.0,77.5,1,9,105.0
Case 124,Final Inspection Q.C.,1,6.0,0.0,60.0,1,6,15.0
Case 124,Packing,7,14.857142857142858,0.0,70.71428571428571,3,104,60.0
Case 125,Turning & Milling - Machine 6,0,,,,0,0,312.0
Case 125,Turning & Milling - Machine 6,1,47.0,0.0,55.0,1,47,356.0
Case 125,Turning & Milling Q.C.,1,25.0,3.0,127.0,1,25,158.0
Case 125,Turning & Milling - Machine 6,0,,,,0,0,15.0
Case 125,Turning & Milling - Machine 6,2,25.5,0.0,409.5,2,51,44.0
Case 126,Turning & Milling - Machine 4,8,18.8,0.0,64.5,2,188,75.0
Case 126,Turning & Milling - Machine 4,2,55.0,0.0,405.0,2,110,624.0
Case 126,Turning & Milling - Machine 4,3,10.666666666666666,0.6666666666666666,42.666666666666664,2,32,60.0
Case 126,Turning & Milling Q.C.,5,5.8,0.0,125.6,4,29,60.0
Case 126,Turning & Milling - Machine 4,1,100.0,0.0,40.0,1,100,196.0
Case 126,Turning & Milling Q.C.,0,,,,0,0,38.0
Case 126,Laser Marking - Machine 7,1,20.0,0.0,29.0,1,20,1.0
Case 126,Lapping - Machine 1,7,16.571428571428573,0.0,68.57142857142857,3,116,75.0
Case 126,Lapping - Machine 1,0,,,,0,0,56.0
Case 126,Lapping - Machine 1,0,,,,0,0,47.0
Case 126,Round Grinding - Machine 12,0,,,,0,0,45.0
Case 126,Round Grinding - Machine 12,0,,,,0,0,52.0
Case 126,Round Grinding - Machine 12,1,0.0,0.0,101.0,1,0,156.0
Case 126,Final Inspection Q.C.,1,24.0,0.0,79.5,2,48,121.0
Case 126,Packing,8,25.375,0.0,65.625,3,203,60.0
Case 127,Turning & Milling - Machine 6,1,0.0,0.0,20.0,1,0,347.0
Case 127,Turning & Milling - Machine 6,0,,,,0,0,45.0
Case 127,Turning & Milling - Machine 6,0,,,,0,0,116.0
Case 127,Turning & Milling - Machine 6,1,29.0,0.0,640.0,1,29,634.0
Case 127,Turning & Milling Q.C.,2,29.0,0.0,281.5,2,58,64.0
Case 127,Turning & Milling - Machine 6,0,,,,0,0,477.0
Case 127,Turning & Milling - Machine 6,1,8.0,0.0,163.0,1,8,240.0
Case 127,Turning & Milling - Machine 6,0,,,,0,0,160.0
Case 127,Lapping - Machine 1,6,9.5,0.0,86.5,4,76,75.0
Case 127,Turning & Milling - Machine 6,0,,,,0,0,347.0
Case 127,Turning & Milling Q.C.,2,9.333333333333334,0.6666666666666666,226.66666666666666,3,28,34.0
Case 127,Turning & Milling - Machine 6,1,0.0,0.0,137.0,1,0,202.0
Case 127,Turning & Milling - Machine 6,1,0.0,0.0,90.0,1,0,324.0
Case 127,Turning & Milling Q.C.,1,0.0,0.0,76.0,1,0,75.0
Case 127,Lapping - Machine 1,1,0.0,0.0,76.0,1,0,97.0
Case 127,Turning & Milling - Machine 6,0,,,,0,0,558.0
Case 127,Laser Marking - Machine 7,0,,,,0,0,129.0
Case 127,Packing,6,5.888888888888889,0.0,68.33333333333333,2,53,60.0
Case 127,Turning & Milling - Machine 6,3,20.666666666666668,0.0,252.0,3,62,523.0
Case 127,Turning & Milling Q.C.,1,0.0,0.0,195.0,1,0,18.0
Case 127,Final Inspection Q.C.,1,0.0,0.0,70.0,1,0,75.0
Case 127,Final Inspection Q.C.,0,,,,0,0,75.0
Case 127,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 127,Lapping - Machine 1,0,,,,0,0,73.0
Case 127,Laser Marking - Machine 7,3,5.666666666666667,0.0,260.6666666666667,3,17,103.0
Case 127,Turning & Milling Q.C.,0,,,,0,0,7.0
Case 127,Turning & Milling Q.C.,1,23.0,0.0,168.0,1,23,2.0
Case 127,Final Inspection Q.C.,0,,,,0,0,87.0
Case 127,Final Inspection Q.C.,0,,,,0,0,75.0
Case 127,Final Inspection Q.C.,0,,,,0,0,4.0
Case 127,Lapping - Machine 1,0,,,,0,0,1.0
Case 127,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 127,Packing,5,21.833333333333332,0.0,67.5,3,131,60.0
Case 127,Laser Marking - Machine 7,0,,,,0,0,31.0
Case 127,Lapping - Machine 1,4,52.8,0.0,63.0,2,264,75.0
Case 127,Lapping - Machine 1,0,,,,0,0,32.0
Case 127,Final Inspection Q.C.,0,,,,0,0,108.0
Case 127,Final Inspection Q.C.,1,0.0,0.0,30.0,1,0,118.0
Case 127,Packing,7,86.0,0.0,62.142857142857146,2,602,60.0
Case 127,Final Inspection Q.C.,3,4.333333333333333,1.0,317.3333333333333,3,13,15.0
Case 129,Turning & Milling - Machine 8,0,,,,0,0,483.0
Case 129,Turning & Milling Q.C.,2,4.0,0.0,112.0,2,8,120.0
Case 129,Turning & Milling - Machine 8,0,,,,0,0,257.0
Case 129,Turning & Milling - Machine 8,1,1.0,0.0,47.0,1,1,107.0
Case 129,Turning & Milling Q.C.,2,48.0,0.0,290.5,2,96,100.0
Case 129,Lapping - Machine 1,0,,,,0,0,75.0
Case 129,Lapping - Machine 1,0,,,,0,0,15.0
Case 129,Packing,4,8.0,2.5,63.75,2,32,60.0
Case 129,Final Inspection Q.C.,1,0.0,0.0,118.0,1,0,30.0
Case 129,Laser Marking - Machine 7,0,,,,0,0,44.0
Case 13,Turning - Machine 9,0,,,,0,0,90.0
Case 13,Turning - Machine 9,0,,,,0,0,25.0
Case 13,Turning - Machine 9,0,,,,0,0,180.0
Case 13,Packing,5,10.6,0.0,66.0,3,53,60.0
Case 13,Turning Q.C.,0,,,,0,0,53.0
Case 13,Laser Marking - Machine 7,0,,,,0,0,40.0
Case 13,Final Inspection Q.C.,0,,,,0,0,75.0
Case 130,Turning & Milling - Machine 6,0,,,,0,0,83.0
Case 133,Turning & Milling - Machine 4,8,26.5,0.0,63.75,2,212,75.0
Case 133,Turning & Milling - Machine 4,0,,,,0,0,519.0
Case 133,Turning & Milling - Machine 4,0,,,,0,0,116.0
Case 133,Turning & Milling - Machine 4,1,26.0,0.0,559.0,1,26,558.0
Case 134,Turning & Milling - Machine 4,0,,,,0,0,120.0
Case 134,Turning & Milling - Machine 4,0,,,,0,0,250.0
Case 134,Turning & Milling - Machine 4,1,15.0,0.0,342.0,1,15,340.0
Case 134,Turning & Milling - Machine 4,0,,,,0,0,362.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,510.0
Case 135,Turning & Milling - Machine 5,5,5.8,0.2,74.4,3,29,316.0
Case 135,Turning & Milling - Machine 5,1,7.0,0.0,101.0,1,7,34.0
Case 135,Turning & Milling - Machine 5,1,8.0,0.0,636.0,1,8,310.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,1.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,214.0
Case 135,Turning & Milling - Machine 5,3,6.666666666666667,0.0,154.0,2,20,329.0
Case 135,Turning & Milling - Machine 5,1,50.0,0.0,1405.0,1,50,137.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,409.0
Case 135,Turning & Milling - Machine 5,2,17.5,0.0,378.5,2,35,475.0
Case 135,Turning & Milling - Machine 5,1,53.0,0.0,506.0,1,53,211.0
Case 135,Turning & Milling - Machine 5,1,160.0,0.0,75.0,1,160,18.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,237.0
Case 135,Turning & Milling - Machine 5,1,43.0,0.0,415.0,1,43,416.0
Case 135,Turning & Milling - Machine 5,1,10.0,0.0,70.0,1,10,138.0
Case 135,Turning & Milling Q.C.,4,41.75,0.5,232.25,3,167,60.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,211.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,467.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,410.0
Case 135,Turning & Milling - Machine 5,4,19.6,0.0,189.0,2,98,480.0
Case 135,Turning & Milling Q.C.,1,3.0,0.0,115.0,1,3,61.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,60.0
Case 135,Turning & Milling - Machine 5,2,12.5,0.0,128.5,2,25,121.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,222.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,103.0
Case 135,Turning & Milling - Machine 5,1,1.0,0.0,174.0,1,1,324.0
Case 135,Turning & Milling - Machine 5,3,55.333333333333336,0.0,307.6666666666667,3,166,500.0
Case 135,Turning & Milling Q.C.,1,148.0,0.0,1.0,1,148,301.0
Case 135,Turning & Milling - Machine 5,1,8.0,0.0,520.0,1,8,447.0
Case 135,Turning & Milling - Machine 5,0,,,,0,0,407.0
Case 135,Turning & Milling - Machine 5,1,57.0,0.0,558.0,1,57,559.0
Case 135,Turning & Milling Q.C.,0,,,,0,0,181.0
Case 135,Turning & Milling - Machine 5,1,5.0,0.0,44.0,1,5,401.0
Case 135,Turning & Milling - Machine 5,15,41.0,0.1875,63.75,4,656,344.0
Case 135,Turning & Milling - Machine 5,1,32.0,0.0,340.0,1,32,342.0
Case 135,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 136,Turning & Milling - Machine 6,1,0.0,0.0,554.0,1,0,259.0
Case 136,Turning & Milling - Machine 6,0,,,,0,0,381.0
Case 136,Turning & Milling Q.C.,1,1.0,0.0,311.0,1,1,45.0
Case 137,Turning & Milling - Machine 4,0,,,,0,0,317.0
Case 137,Turning & Milling - Machine 4,1,18.0,0.0,324.0,1,18,174.0
Case 137,Turning & Milling - Machine 4,3,54.333333333333336,0.0,308.0,3,163,499.0
Case 137,Turning & Milling Q.C.,0,,,,0,0,55.0
Case 138,Turning & Milling - Machine 4,0,,,,0,0,48.0
Case 138,Turning & Milling - Machine 4,1,0.0,0.0,98.0,1,0,302.0
Case 138,Turning & Milling - Machine 4,0,,,,0,0,349.0
Case 138,Turning & Milling - Machine 4,1,28.0,0.0,472.0,1,28,478.0
Case 138,Turning & Milling - Machine 5,2,10.0,0.0,127.5,2,20,123.0
Case 138,Turning & Milling Q.C.,1,160.0,0.0,158.0,1,160,30.0
Case 138,Turning & Milling Q.C.,0,,,,0,0,30.0
Case 138,Turning & Milling Q.C.,0,,,,0,0,45.0
Case 138,Laser Marking - Machine 7,2,7.0,0.0,60.0,2,21,28.0
Case 139,Round Grinding - Q.C.,0,,,,0,0,62.0
Case 140,Turning & Milling - Machine 5,1,15.0,0.0,465.0,1,15,645.0
Case 140,Turning & Milling - Machine 5,0,,,,0,0,75.0
Case 140,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 140,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 140,Lapping - Machine 1,1,60.0,0.0,61.0,1,60,115.0
Case 140,Round Grinding - Machine 2,0,,,,0,0,220.0
Case 140,Round Grinding - Machine 2,0,,,,0,0,51.0
Case 140,Round Grinding - Machine 2,0,,,,0,0,36.0
Case 140,Grinding Rework - Machine 12,0,,,,0,0,43.0
Case 140,Round Grinding - Machine 2,1,23.0,0.0,359.0,1,23,32.0
Case 140,Packing,15,42.125,0.1875,81.5,5,674,60.0
Case 140,Final Inspection Q.C.,0,,,,0,0,111.0
Case 141,Turning & Milling - Machine 4,7,16.571428571428573,0.0,68.57142857142857,2,116,75.0
Case 142,Turning & Milling Q.C.,0,,,,0,0,126.0
Case 142,Turning & Milling Q.C.,0,,,,0,0,70.0
Case 144,Packing,15,42.25,0.1875,81.5,5,676,60.0
Case 144,Final Inspection Q.C.,0,,,,0,0,61.0
Case 145,Turning - Machine 8,0,,,,0,0,218.0
Case 145,Turning - Machine 8,0,,,,0,0,332.0
Case 145,Turning - Machine 8,2,14.0,0.0,375.5,2,28,27.0
Case 145,Turning - Machine 8,1,50.0,0.0,372.0,1,50,38.0
Case 145,Turning Q.C.,1,10.0,0.0,1.0,1,10,1.0
Case 145,Flat Grinding - Machine 11,1,168.0,0.0,225.0,2,336,378.0
Case 145,Lapping - Machine 1,0,,,,0,0,45.0
Case 145,Final Inspection Q.C.,1,2.0,0.0,347.0,1,2,20.0
Case 145,Wire Cut - Machine 13,0,,,,0,0,60.0
Case 145,Wire Cut - Machine 18,0,,,,0,0,120.0
Case 145,Wire Cut - Machine 18,0,,,,0,0,510.0
Case 145,Turning Q.C.,2,1.0,0.0,140.0,1,2,207.0
Case 145,Lapping - Machine 1,0,,,,0,0,75.0
Case 145,Laser Marking - Machine 7,0,,,,0,0,33.0
Case 145,Packing,1,10.0,0.0,60.0,1,10,60.0
Case 145,Final Inspection Q.C.,3,33.0,0.0,337.6666666666667,3,99,8.0
Case 146,Packing,1,49.0,0.0,60.0,1,49,60.0
Case 146,Final Inspection Q.C.,3,2.3333333333333335,0.3333333333333333,207.0,2,7,100.0
Case 147,Turning - Machine 8,0,,,,0,0,276.0
Case 147,Turning - Machine 8,2,14.333333333333334,0.0,214.0,3,43,240.0
Case 147,Turning - Machine 8,1,0.0,0.0,154.0,1,0,294.0
Case 147,Turning - Machine 8,0,,,,0,0,399.0
Case 147,Packing,5,32.666666666666664,0.0,67.5,3,196,60.0
Case 147,Turning Q.C.,2,0.0,0.0,130.5,2,0,60.0
Case 147,Deburring - Manual,0,,,,0,0,217.0
Case 147,Final Inspection Q.C.,0,,,,0,0,43.0
Case 148,Rework Milling - Machine 28,0,,,,0,0,90.0
Case 148,Fix EDM,0,,,,0,0,420.0
Case 148,Final Inspection Q.C.,1,65.0,0.0,60.0,1,65,75.0
Case 148,Milling Q.C.,1,65.0,0.0,60.0,1,65,75.0
Case 148,Packing,1,65.0,0.0,60.0,1,65,60.0
Case 148,Milling - Machine 14,0,,,,0,0,75.0
Case 148,Final Inspection Q.C.,0,,,,0,0,21.0
Case 150,Flat Grinding - Machine 11,3,2.0,0.0,72.0,3,10,75.0
Case 150,Laser Marking - Machine 7,3,2.0,0.0,72.0,3,10,75.0
Case 150,Round Grinding - Machine 3,3,2.0,0.0,72.0,3,10,75.0
Case 150,Final Inspection Q.C.,0,,,,0,0,1.0
Case 153,Round Grinding - Manual,0,,,,0,0,50.0
Case 153,Round Grinding - Manual,0,,,,0,0,55.0
Case 153,Final Inspection Q.C.,0,,,,0,0,37.0
Case 153,Final Inspection Q.C.,0,,,,0,0,35.0
Case 153,Packing,3,81.66666666666667,0.0,63.666666666666664,2,245,60.0
Case 154,Round Grinding - Q.C.,5,27.0,0.6666666666666666,72.5,3,162,75.0
Case 154,Flat Grinding - Machine 26,2,17.333333333333332,0.0,697.3333333333334,3,52,270.0
Case 154,Final Inspection Q.C.,2,14.0,0.0,302.5,2,28,191.0
Case 154,Packing,3,5.0,0.0,71.25,3,20,60.0
Case 155,Turning - Machine 8,0,,,,0,0,285.0
Case 155,Turning & Milling - Machine 8,0,,,,0,0,42.0
Case 155,Turning & Milling - Machine 8,1,1.0,0.0,28.0,1,1,75.0
Case 155,Turning & Milling - Machine 8,0,,,,0,0,391.0
Case 155,Turning & Milling Q.C.,0,,,,0,0,23.0
Case 155,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 155,Laser Marking - Machine 7,0,,,,0,0,21.0
Case 155,Laser Marking - Machine 7,0,,,,0,0,45.0
Case 155,Lapping - Machine 1,0,,,,0,0,78.0
Case 155,Final Inspection Q.C.,0,,,,0,0,98.0
Case 155,Final Inspection Q.C.,0,,,,0,0,75.0
Case 155,Packing,0,,,,0,0,60.0
Case 156,Turning & Milling - Machine 9,0,,,,0,0,230.0
Case 156,Turning & Milling - Machine 9,0,,,,0,0,420.0
Case 156,Turning & Milling - Machine 9,1,12.0,0.0,542.0,1,12,383.0
Case 156,Turning & Milling - Machine 9,0,,,,0,0,157.0
Case 156,Turning & Milling - Machine 9,0,,,,0,0,569.0
Case 156,Turning & Milling Q.C.,0,,,,0,0,78.0
Case 156,Final Inspection Q.C.,0,,,,0,0,15.0
Case 156,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 156,Laser Marking - Machine 7,0,,,,0,0,19.0
Case 156,Lapping - Machine 1,0,,,,0,0,78.0
Case 156,Final Inspection Q.C.,1,140.5,0.0,86.0,2,281,76.0
Case 156,Final Inspection Q.C.,0,,,,0,0,1.0
Case 156,Turning & Milling - Machine 10,0,,,,0,0,4.0
Case 156,Packing,6,9.777777777777779,0.0,68.33333333333333,2,88,60.0
Case 157,Lapping - Machine 1,13,42.4375,0.6875,64.6875,6,679,75.0
Case 163,Packing,6,5.666666666666667,0.0,70.0,4,34,60.0
Case 163,Final Inspection Q.C.,0,,,,0,0,106.0
Case 163,Turning Q.C.,0,,,,0,0,97.0
Case 163,Turning Q.C.,2,11.0,0.0,32.5,2,22,120.0
Case 163,Turning - Machine 8,0,,,,0,0,1.0
Case 163,Final Inspection Q.C.,2,0.0,0.0,75.0,2,0,75.0
Case 163,Final Inspection Q.C.,2,0.0,0.0,75.0,2,0,75.0
Case 163,Packing,2,0.0,0.0,75.0,2,0,60.0
Case 163,Final Inspection Q.C.,0,,,,0,0,75.0
Case 163,Final Inspection Q.C.,0,,,,0,0,30.0
Case 163,Packing,2,0.0,0.0,75.0,2,0,60.0
Case 163,Final Inspection Q.C.,1,0.0,0.0,60.0,1,0,30.0
Case 163,Final Inspection Q.C.,2,3.0,0.0,82.0,2,6,34.0
Case 17,Turning - Machine 8,0,,,,0,0,234.0
Case 17,Turning - Machine 8,0,,,,0,0,56.0
Case 17,Turning - Machine 8,0,,,,0,0,51.0
Case 17,Turning - Machine 8,0,,,,0,0,82.0
Case 17,Turning - Machine 8,0,,,,0,0,390.0
Case 17,Turning - Machine 8,0,,,,0,0,12.0
Case 17,Turning - Machine 8,2,0.3333333333333333,0.0,111.33333333333333,2,1,527.0
Case 17,Turning - Machine 8,0,,,,0,0,22.0
Case 17,Turning - Machine 8,0,,,,0,0,651.0
Case 17,Turning - Machine 8,0,,,,0,0,517.0
Case 17,Turning - Machine 8,0,,,,0,0,170.0
Case 17,Turning - Machine 8,0,,,,0,0,640.0
Case 17,Turning - Machine 8,0,,,,0,0,500.0
Case 17,Turning Q.C.,1,0.0,0.0,207.0,1,0,40.0
Case 17,Turning Q.C.,1,0.0,6.0,60.0,1,0,15.0
Case 17,Laser Marking - Machine 7,0,,,,0,0,83.0
Case 17,Turning Q.C.,3,8.0,0.0,79.0,3,24,113.0
Case 17,Turning - Machine 8,0,,,,0,0,205.0
Case 17,Turning - Machine 8,0,,,,0,0,62.0
Case 17,Turning - Machine 8,0,,,,0,0,222.0
Case 17,Turning - Machine 8,1,64.0,0.0,392.0,1,64,72.0
Case 17,Turning Q.C.,1,0.0,0.0,65.0,1,0,57.0
Case 17,Turning - Machine 8,0,,,,0,0,336.0
Case 17,Turning - Machine 8,0,,,,0,0,34.0
Case 17,Turning - Machine 8,1,9.0,0.0,1.0,1,9,426.0
Case 17,Turning Q.C.,1,0.0,0.0,75.0,1,0,70.0
Case 17,Turning Q.C.,0,,,,0,0,121.0
Case 17,Turning - Machine 8,0,,,,0,0,137.0
Case 17,Turning - Machine 8,2,25.5,0.0,505.0,2,51,481.0
Case 17,Packing,9,22.7,0.5,61.5,2,227,60.0
Case 17,Final Inspection Q.C.,0,,,,0,0,60.0
Case 17,Turning - Machine 8,0,,,,0,0,236.0
Case 17,Turning - Machine 8,0,,,,0,0,140.0
Case 17,Turning - Machine 8,0,,,,0,0,186.0
Case 17,Turning - Machine 8,0,,,,0,0,655.0
Case 17,Turning - Machine 8,0,,,,0,0,587.0
Case 17,Turning - Machine 8,0,,,,0,0,468.0
Case 17,Turning - Machine 8,2,24.5,0.0,43.5,1,49,196.0
Case 17,Turning - Machine 8,0,,,,0,0,471.0
Case 17,Turning - Machine 8,0,,,,0,0,502.0
Case 174,Turning & Milling - Machine 6,0,,,,0,0,272.0
Case 174,Turning & Milling - Machine 6,1,0.0,0.0,156.0,1,0,292.0
Case 174,Turning & Milling Q.C.,0,,,,0,0,67.0
Case 174,Turning & Milling - Machine 6,0,,,,0,0,229.0
Case 174,Turning & Milling - Machine 6,0,,,,0,0,69.0
Case 174,Turning & Milling - Machine 6,0,,,,0,0,211.0
