Case ID,Activity,Last Qty Completed,Last Qty Rejected,Completion Time (minutes)
Case 127,Final Inspection Q.C.,80,0,75.0
Case 127,Turning & Milling Q.C.,90,0,1.0
Case 127,Lapping - Machine 1,171,0,73.0
Case 127,Laser Marking - Machine 7,98,0,103.0
Case 127,Turning & Milling Q.C.,0,0,7.0
Case 127,Turning & Milling Q.C.,19,0,2.0
Case 127,Final Inspection Q.C.,0,0,87.0
Case 127,Final Inspection Q.C.,0,2,75.0
Case 127,Final Inspection Q.C.,124,0,4.0
Case 127,Lapping - Machine 1,0,0,1.0
Case 127,Laser Marking - Machine 7,32,0,1.0
Case 127,Packing,124,0,60.0
Case 127,Laser Marking - Machine 7,79,0,31.0
Case 127,Lapping - Machine 1,0,0,75.0
Case 127,Lapping - Machine 1,19,0,32.0
Case 127,Final Inspection Q.C.,0,0,108.0
Case 127,Final Inspection Q.C.,0,0,118.0
Case 127,Packing,84,0,60.0
Case 127,Final Inspection Q.C.,84,0,15.0
Case 129,Turning & Milling - Machine 8,0,0,483.0
Case 129,Turning & Milling Q.C.,0,0,120.0
Case 129,Turning & Milling - Machine 8,1,0,257.0
Case 129,Turning & Milling - Machine 8,2,0,107.0
Case 129,Turning & Milling Q.C.,3,0,100.0
Case 129,Lapping - Machine 1,3,0,75.0
Case 129,Lapping - Machine 1,3,0,15.0
Case 129,Packing,3,0,60.0
Case 129,Final Inspection Q.C.,0,0,30.0
Case 129,Laser Marking - Machine 7,3,0,44.0
Case 13,Turning - Machine 9,0,0,90.0
Case 13,Turning - Machine 9,2,0,25.0
Case 13,Turning - Machine 9,18,0,180.0
Case 13,Packing,20,0,60.0
Case 13,Turning Q.C.,20,0,53.0
Case 13,Laser Marking - Machine 7,20,0,40.0
Case 13,Final Inspection Q.C.,20,0,75.0
Case 130,Turning & Milling - Machine 6,6,0,83.0
Case 133,Turning & Milling - Machine 4,0,0,75.0
Case 133,Turning & Milling - Machine 4,1,0,519.0
Case 133,Turning & Milling - Machine 4,14,0,116.0
Case 133,Turning & Milling - Machine 4,57,0,558.0
Case 134,Turning & Milling - Machine 4,0,0,120.0
Case 134,Turning & Milling - Machine 4,1,0,250.0
Case 134,Turning & Milling - Machine 4,32,0,340.0
Case 134,Turning & Milling - Machine 4,38,0,362.0
Case 135,Turning & Milling - Machine 5,1,0,510.0
Case 135,Turning & Milling - Machine 5,0,0,316.0
Case 135,Turning & Milling - Machine 5,0,0,34.0
Case 135,Turning & Milling - Machine 5,0,0,310.0
Case 135,Turning & Milling - Machine 5,0,0,1.0
Case 135,Turning & Milling - Machine 5,14,0,214.0
Case 135,Turning & Milling - Machine 5,14,0,329.0
Case 135,Turning & Milling - Machine 5,47,0,137.0
Case 135,Turning & Milling - Machine 5,21,0,409.0
Case 135,Turning & Milling - Machine 5,20,0,475.0
Case 135,Turning & Milling - Machine 5,13,0,211.0
Case 135,Turning & Milling - Machine 5,0,0,18.0
Case 135,Turning & Milling - Machine 5,15,0,237.0
Case 135,Turning & Milling - Machine 5,25,0,416.0
Case 135,Turning & Milling - Machine 5,9,0,138.0
Case 135,Turning & Milling Q.C.,165,4,60.0
Case 135,Turning & Milling - Machine 5,10,0,211.0
Case 135,Turning & Milling - Machine 5,21,0,467.0
Case 135,Turning & Milling - Machine 5,21,0,410.0
Case 135,Turning & Milling - Machine 5,17,0,480.0
Case 135,Turning & Milling Q.C.,60,0,61.0
Case 135,Turning & Milling - Machine 5,0,0,60.0
Case 135,Turning & Milling - Machine 5,0,0,121.0
Case 135,Turning & Milling - Machine 5,225,0,222.0
Case 135,Turning & Milling - Machine 5,1,0,103.0
Case 135,Turning & Milling - Machine 5,18,0,324.0
Case 135,Turning & Milling - Machine 5,11,0,500.0
Case 135,Turning & Milling Q.C.,225,0,301.0
Case 135,Turning & Milling - Machine 5,12,0,447.0
Case 135,Turning & Milling - Machine 5,23,0,407.0
Case 135,Turning & Milling - Machine 5,26,0,559.0
Case 135,Turning & Milling Q.C.,79,0,181.0
Case 135,Turning & Milling - Machine 5,20,0,401.0
Case 135,Turning & Milling - Machine 5,21,0,344.0
Case 135,Turning & Milling - Machine 5,15,0,342.0
Case 135,Turning & Milling Q.C.,68,0,60.0
Case 136,Turning & Milling - Machine 6,2,0,259.0
Case 136,Turning & Milling - Machine 6,12,0,381.0
Case 136,Turning & Milling Q.C.,0,0,45.0
Case 137,Turning & Milling - Machine 4,0,0,317.0
Case 137,Turning & Milling - Machine 4,1,0,174.0
Case 137,Turning & Milling - Machine 4,14,0,499.0
Case 137,Turning & Milling Q.C.,0,0,55.0
Case 138,Turning & Milling - Machine 4,0,0,48.0
Case 138,Turning & Milling - Machine 4,1,0,302.0
Case 138,Turning & Milling - Machine 4,16,0,349.0
Case 138,Turning & Milling - Machine 4,18,0,478.0
Case 138,Turning & Milling - Machine 5,5,0,123.0
Case 138,Turning & Milling Q.C.,0,1,30.0
Case 138,Turning & Milling Q.C.,0,2,30.0
Case 138,Turning & Milling Q.C.,36,1,45.0
Case 138,Laser Marking - Machine 7,36,0,28.0
Case 139,Round Grinding - Q.C.,245,0,62.0
Case 140,Turning & Milling - Machine 5,2,0,645.0
Case 140,Turning & Milling - Machine 5,3,0,75.0
Case 140,Turning & Milling Q.C.,3,2,60.0
Case 140,Laser Marking - Machine 7,3,0,75.0
Case 140,Lapping - Machine 1,3,0,115.0
Case 140,Round Grinding - Machine 2,1,0,220.0
Case 140,Round Grinding - Machine 2,2,0,51.0
Case 140,Round Grinding - Machine 2,0,0,36.0
Case 140,Grinding Rework - Machine 12,0,0,43.0
Case 140,Round Grinding - Machine 2,0,0,32.0
Case 140,Packing,3,0,60.0
Case 140,Final Inspection Q.C.,3,0,111.0
Case 141,Turning & Milling - Machine 4,0,0,75.0
Case 142,Turning & Milling Q.C.,0,0,126.0
Case 142,Turning & Milling Q.C.,18,0,70.0
Case 144,Packing,1,0,60.0
Case 144,Final Inspection Q.C.,1,0,61.0
Case 145,Turning - Machine 8,2,0,218.0
Case 145,Turning - Machine 8,27,0,332.0
Case 145,Turning - Machine 8,0,0,27.0
Case 145,Turning - Machine 8,6,0,38.0
Case 145,Turning Q.C.,35,0,1.0
Case 145,Flat Grinding - Machine 11,35,0,378.0
Case 145,Lapping - Machine 1,35,0,45.0
Case 145,Final Inspection Q.C.,0,0,20.0
Case 145,Wire Cut - Machine 13,0,0,60.0
Case 145,Wire Cut - Machine 18,6,0,120.0
Case 145,Wire Cut - Machine 18,29,0,510.0
Case 145,Turning Q.C.,0,0,207.0
Case 145,Lapping - Machine 1,35,0,75.0
Case 145,Laser Marking - Machine 7,35,0,33.0
Case 145,Packing,35,0,60.0
Case 145,Final Inspection Q.C.,35,0,8.0
Case 146,Packing,21,0,60.0
Case 146,Final Inspection Q.C.,21,0,100.0
Case 147,Turning - Machine 8,1,0,276.0
Case 147,Turning - Machine 8,0,0,240.0
Case 147,Turning - Machine 8,28,0,294.0
Case 147,Turning - Machine 8,31,0,399.0
Case 147,Packing,59,0,60.0
Case 147,Turning Q.C.,59,0,60.0
Case 147,Deburring - Manual,59,0,217.0
Case 147,Final Inspection Q.C.,59,0,43.0
Case 148,Rework Milling - Machine 28,0,0,90.0
Case 148,Fix EDM,1,0,420.0
Case 148,Final Inspection Q.C.,1,0,75.0
Case 148,Milling Q.C.,1,0,75.0
Case 148,Packing,1,0,60.0
Case 148,Milling - Machine 14,1,0,75.0
Case 148,Final Inspection Q.C.,0,0,21.0
Case 150,Flat Grinding - Machine 11,0,2,75.0
Case 150,Laser Marking - Machine 7,0,3,75.0
Case 150,Round Grinding - Machine 3,0,5,75.0
Case 150,Final Inspection Q.C.,0,0,1.0
Case 153,Round Grinding - Manual,0,0,50.0
Case 153,Round Grinding - Manual,4,0,55.0
Case 153,Final Inspection Q.C.,0,0,37.0
Case 153,Final Inspection Q.C.,4,0,35.0
Case 153,Packing,4,0,60.0
Case 154,Round Grinding - Q.C.,26,1,75.0
Case 154,Flat Grinding - Machine 26,26,0,270.0
Case 154,Final Inspection Q.C.,25,1,191.0
Case 154,Packing,25,0,60.0
Case 155,Turning - Machine 8,0,0,285.0
Case 155,Turning & Milling - Machine 8,0,0,42.0
Case 155,Turning & Milling - Machine 8,13,0,75.0
Case 155,Turning & Milling - Machine 8,35,0,391.0
Case 155,Turning & Milling Q.C.,0,0,23.0
Case 155,Turning & Milling Q.C.,48,0,75.0
Case 155,Laser Marking - Machine 7,22,0,21.0
Case 155,Laser Marking - Machine 7,26,0,45.0
Case 155,Lapping - Machine 1,48,0,78.0
Case 155,Final Inspection Q.C.,0,0,98.0
Case 155,Final Inspection Q.C.,48,0,75.0
Case 155,Packing,48,0,60.0
Case 156,Turning & Milling - Machine 9,0,0,230.0
Case 156,Turning & Milling - Machine 9,40,0,420.0
Case 156,Turning & Milling - Machine 9,1,0,383.0
Case 156,Turning & Milling - Machine 9,4,0,157.0
Case 156,Turning & Milling - Machine 9,0,0,569.0
Case 156,Turning & Milling Q.C.,0,0,78.0
Case 156,Final Inspection Q.C.,0,0,15.0
Case 156,Turning & Milling Q.C.,45,0,1.0
Case 156,Laser Marking - Machine 7,45,0,19.0
Case 156,Lapping - Machine 1,45,0,78.0
Case 156,Final Inspection Q.C.,0,0,76.0
Case 156,Final Inspection Q.C.,45,0,1.0
Case 156,Turning & Milling - Machine 10,0,5,4.0
Case 156,Packing,45,0,60.0
Case 157,Lapping - Machine 1,0,4,75.0
Case 163,Packing,60,0,60.0
Case 163,Final Inspection Q.C.,60,0,106.0
Case 163,Turning Q.C.,10,0,97.0
Case 163,Turning Q.C.,6,0,120.0
Case 163,Turning - Machine 8,0,0,1.0
Case 163,Final Inspection Q.C.,0,1,75.0
Case 163,Final Inspection Q.C.,2,0,75.0
Case 163,Packing,8,0,60.0
Case 163,Final Inspection Q.C.,0,0,75.0
Case 163,Final Inspection Q.C.,6,0,30.0
Case 163,Packing,4,0,60.0
Case 163,Final Inspection Q.C.,4,0,30.0
Case 163,Final Inspection Q.C.,0,1,34.0
Case 17,Turning - Machine 8,0,0,234.0
Case 17,Turning - Machine 8,0,0,56.0
Case 17,Turning - Machine 8,0,0,51.0
Case 17,Turning - Machine 8,0,0,82.0
Case 17,Turning - Machine 8,20,0,390.0
Case 17,Turning - Machine 8,5,0,12.0
Case 17,Turning - Machine 8,24,0,527.0
Case 17,Turning - Machine 8,1,0,22.0
Case 17,Turning - Machine 8,25,0,651.0
Case 17,Turning - Machine 8,25,0,517.0
Case 17,Turning - Machine 8,1,0,170.0
Case 17,Turning - Machine 8,59,0,640.0
Case 17,Turning - Machine 8,40,0,500.0
Case 17,Turning Q.C.,0,0,40.0
Case 17,Turning Q.C.,100,0,15.0
Case 17,Laser Marking - Machine 7,100,0,83.0
Case 17,Turning Q.C.,99,1,113.0
Case 17,Turning - Machine 8,1,0,205.0
Case 17,Turning - Machine 8,0,0,62.0
Case 17,Turning - Machine 8,5,0,222.0
Case 17,Turning - Machine 8,0,0,72.0
Case 17,Turning Q.C.,0,0,57.0
Case 17,Turning - Machine 8,7,0,336.0
Case 17,Turning - Machine 8,0,0,34.0
Case 17,Turning - Machine 8,10,0,426.0
Case 17,Turning Q.C.,0,0,70.0
Case 17,Turning Q.C.,8,0,121.0
Case 17,Turning - Machine 8,0,0,137.0
Case 17,Turning - Machine 8,0,0,481.0
Case 17,Packing,8,0,60.0
Case 17,Final Inspection Q.C.,8,0,60.0
Case 17,Turning - Machine 8,0,0,236.0
Case 17,Turning - Machine 8,0,0,140.0
Case 17,Turning - Machine 8,1,0,186.0
Case 17,Turning - Machine 8,12,0,655.0
Case 17,Turning - Machine 8,10,0,587.0
Case 17,Turning - Machine 8,10,0,468.0
Case 17,Turning - Machine 8,7,0,196.0
Case 17,Turning - Machine 8,12,0,471.0
Case 17,Turning - Machine 8,24,0,502.0
Case 174,Turning & Milling - Machine 6,0,0,272.0
Case 174,Turning & Milling - Machine 6,1,0,292.0
Case 174,Turning & Milling Q.C.,0,0,67.0
Case 174,Turning & Milling - Machine 6,7,0,229.0
Case 174,Turning & Milling - Machine 6,4,0,69.0
Case 174,Turning & Milling - Machine 6,15,0,211.0
Case 174,Turning & Milling - Machine 6,15,0,217.0
Case 174,Turning & Milling - Machine 6,13,0,364.0
Case 174,Turning & Milling Q.C.,26,4,83.0
Case 174,Turning & Milling Q.C.,25,0,31.0
Case 174,Laser Marking - Machine 7,51,0,54.0
Case 174,Lapping - Machine 1,21,0,88.0
Case 174,Lapping - Machine 1,0,0,58.0
Case 174,Lapping - Machine 1,30,0,122.0
Case 174,Round Grinding - Machine 12,0,0,75.0
Case 174,Round Grinding - Machine 12,16,0,216.0
Case 174,Round Grinding - Machine 12,0,0,70.0
Case 174,Lapping - Machine 1,0,0,223.0
Case 174,Packing,16,0,60.0
Case 174,Final Inspection Q.C.,16,0,97.0
Case 175,Round Grinding - Q.C.,0,0,30.0
Case 175,Round Grinding - Q.C.,0,1,27.0
Case 177,Lapping - Machine 1,7,0,125.0
Case 177,Round Grinding - Machine 2,0,0,107.0
Case 177,Round Grinding - Machine 2,2,0,48.0
Case 177,Round Grinding - Machine 2,12,0,374.0
Case 177,Final Inspection Q.C.,0,0,100.0
Case 177,Final Inspection Q.C.,0,0,230.0
Case 177,Final Inspection Q.C.,0,4,60.0
Case 177,Final Inspection Q.C.,0,4,40.0
Case 177,Grinding Rework - Machine 27,0,0,73.0
Case 177,Packing,7,0,60.0
Case 177,Final Inspection Q.C.,7,0,60.0
Case 177,Lapping - Machine 1,0,1,75.0
Case 178,Round Grinding - Machine 3,31,0,290.0
Case 178,Round Grinding - Machine 2,0,0,60.0
Case 178,Grinding Rework - Machine 27,0,0,56.0
Case 178,Grinding Rework - Machine 27,0,0,322.0
Case 178,Lapping - Machine 1,0,0,299.0
Case 178,Lapping - Machine 1,0,0,427.0
Case 178,Grinding Rework - Machine 27,0,0,230.0
Case 178,Grinding Rework - Machine 2,22,0,329.0
Case 178,Grinding Rework - Machine 2,0,0,427.0
Case 178,Fix - Machine 19,0,0,405.0
Case 178,Grinding Rework - Machine 2,0,0,550.0
Case 178,Grinding Rework - Machine 2,20,0,241.0
Case 178,Grinding Rework - Machine 27,0,0,223.0
Case 178,Grinding Rework - Machine 27,0,0,9.0
Case 178,Grinding Rework - Machine 27,0,0,121.0
Case 178,Grinding Rework - Machine 27,0,0,317.0
Case 178,Grinding Rework - Machine 27,0,0,68.0
Case 178,Grinding Rework - Machine 27,0,0,18.0
Case 178,Grinding Rework - Machine 27,0,0,47.0
Case 178,Grinding Rework - Machine 27,0,0,299.0
Case 178,Grinding Rework - Machine 27,0,0,160.0
Case 178,Grinding Rework - Machine 27,0,0,245.0
Case 178,Grinding Rework - Machine 27,0,0,528.0
Case 178,Grinding Rework - Machine 27,0,0,408.0
Case 178,Grinding Rework - Machine 27,0,0,310.0
Case 178,Grinding Rework - Machine 27,0,0,459.0
Case 178,Grinding Rework - Machine 27,0,0,197.0
Case 178,Grinding Rework - Machine 27,0,0,103.0
Case 178,Grinding Rework - Machine 27,0,0,194.0
Case 178,Turning & Milling Q.C.,2,0,8.0
Case 178,Lapping - Machine 1,122,0,75.0
Case 178,Laser Marking - Machine 7,26,0,75.0
Case 178,Round Grinding - Machine 3,133,0,75.0
Case 178,Round Grinding - Q.C.,245,0,75.0
Case 179,Grinding Rework - Machine 27,0,0,232.0
Case 179,Final Inspection Q.C.,10,0,60.0
Case 179,Packing,10,0,60.0
Case 179,Grinding Rework - Machine 12,0,0,125.0
Case 179,Final Inspection Q.C.,0,0,120.0
Case 179,Packing,2,0,60.0
Case 179,Final Inspection Q.C.,2,1,40.0
Case 18,Turning & Milling - Machine 5,2,0,100.0
Case 18,Turning & Milling - Machine 5,8,0,67.0
Case 18,Turning & Milling - Machine 5,0,0,103.0
Case 18,Turning & Milling - Machine 5,0,0,16.0
Case 18,Turning & Milling - Machine 5,80,0,634.0
Case 18,Turning & Milling - Machine 4,0,0,182.0
Case 18,Turning & Milling - Machine 5,8,0,65.0
Case 18,Turning & Milling - Machine 4,2,0,571.0
Case 18,Turning & Milling - Machine 5,16,0,135.0
Case 18,Turning & Milling - Machine 4,52,0,1.0
Case 18,Turning & Milling - Machine 5,0,0,656.0
Case 18,Turning & Milling - Machine 5,82,0,655.0
Case 18,Turning & Milling - Machine 4,20,0,330.0
Case 18,Turning & Milling - Machine 5,50,0,661.0
Case 18,Turning & Milling - Machine 4,30,0,481.0
Case 18,Turning & Milling - Machine 4,0,0,75.0
Case 18,Turning & Milling - Machine 5,80,0,390.0
Case 18,Turning & Milling - Machine 4,28,0,376.0
Case 18,Turning & Milling Q.C.,0,0,100.0
Case 18,Turning & Milling Q.C.,80,0,230.0
Case 18,Turning & Milling - Machine 5,67,0,458.0
Case 18,Turning & Milling - Machine 5,14,0,60.0
Case 18,Turning & Milling - Machine 4,14,0,251.0
Case 18,Turning & Milling Q.C.,20,0,80.0
Case 18,Turning & Milling - Machine 5,22,0,240.0
Case 18,Turning & Milling - Machine 4,22,0,241.0
Case 18,Turning & Milling - Machine 5,80,0,611.0
Case 18,Turning & Milling - Machine 4,33,0,612.0
Case 18,Turning & Milling - Machine 4,32,0,549.0
Case 18,Laser Marking - Machine 7,70,0,76.0
Case 18,Turning & Milling Q.C.,0,0,130.0
Case 18,Turning & Milling - Machine 4,15,0,244.0
Case 18,Turning & Milling - Machine 4,27,0,610.0
Case 18,Laser Marking - Machine 7,0,0,75.0
Case 18,Laser Marking - Machine 7,0,0,75.0
Case 18,Laser Marking - Machine 7,0,0,75.0
Case 18,Turning & Milling Q.C.,17,0,100.0
Case 18,Turning & Milling - Machine 4,10,0,231.0
Case 18,Turning & Milling Q.C.,0,0,230.0
Case 18,Turning & Milling - Machine 4,0,0,1.0
Case 18,Turning & Milling Q.C.,21,0,100.0
Case 18,Turning & Milling - Machine 4,4,0,93.0
Case 18,Turning & Milling - Machine 4,20,0,360.0
Case 18,Turning & Milling Q.C.,59,0,20.0
Case 18,Turning & Milling - Machine 4,28,0,393.0
Case 18,Turning & Milling - Machine 4,34,0,542.0
Case 18,Laser Marking - Machine 7,45,0,1.0
Case 18,Laser Marking - Machine 7,45,0,26.0
Case 18,Turning & Milling - Machine 4,16,0,262.0
Case 18,Turning & Milling - Machine 4,38,0,619.0
Case 18,Turning & Milling - Machine 4,34,0,557.0
Case 18,Turning & Milling Q.C.,0,0,170.0
Case 18,Turning & Milling Q.C.,0,0,40.0
Case 18,Turning & Milling - Machine 4,3,0,60.0
Case 18,Turning & Milling - Machine 5,0,0,1.0
Case 18,Turning & Milling - Machine 5,28,0,425.0
Case 18,Turning & Milling - Machine 5,0,0,1.0
Case 18,Turning & Milling - Machine 4,20,0,276.0
Case 18,Turning & Milling Q.C.,182,0,224.0
Case 18,Laser Marking - Machine 7,182,0,131.0
Case 18,Turning & Milling Q.C.,85,0,212.0
Case 18,Turning & Milling - Machine 5,8,0,62.0
Case 18,Turning & Milling - Machine 4,63,0,961.0
Case 18,Laser Marking - Machine 7,58,0,66.0
Case 18,Laser Marking - Machine 7,64,0,1.0
Case 18,Turning & Milling Q.C.,2,0,14.0
Case 18,Turning & Milling Q.C.,0,2,30.0
Case 18,Turning & Milling Q.C.,0,1,109.0
Case 18,Turning & Milling - Machine 5,0,0,20.0
Case 18,Turning & Milling Q.C.,0,0,140.0
Case 18,Lapping - Machine 1,10,0,43.0
Case 18,Round Grinding - Machine 2,16,0,340.0
Case 18,Lapping - Machine 1,6,0,1.0
Case 18,Lapping - Machine 1,0,0,367.0
Case 18,Lapping - Machine 1,78,0,450.0
Case 18,Round Grinding - Machine 2,20,0,379.0
Case 18,Round Grinding - Machine 2,27,0,1.0
Case 18,Lapping - Machine 1,0,0,307.0
Case 18,Lapping - Machine 1,93,0,197.0
Case 18,Round Grinding - Machine 2,16,0,362.0
Case 18,Round Grinding - Machine 2,18,0,293.0
Case 18,Round Grinding - Machine 2,24,0,512.0
Case 18,Round Grinding - Machine 2,19,0,386.0
Case 18,Final Inspection Q.C.,0,0,50.0
Case 18,Final Inspection Q.C.,0,0,282.0
Case 18,Round Grinding - Machine 2,23,0,429.0
Case 18,Round Grinding - Machine 2,9,0,186.0
Case 18,Round Grinding - Machine 2,15,0,404.0
Case 18,Final Inspection Q.C.,0,0,100.0
Case 18,Final Inspection Q.C.,0,0,372.0
Case 18,Round Grinding - Machine 2,0,0,41.0
Case 18,Packing,2,0,60.0
Case 18,Final Inspection Q.C.,2,0,100.0
Case 18,Final Inspection Q.C.,0,0,170.0
Case 18,Lapping - Machine 1,0,0,100.0
Case 18,Final Inspection Q.C.,0,0,282.0
Case 18,Round Grinding - Machine 2,1,0,171.0
Case 18,Lapping - Machine 1,66,0,75.0
Case 18,Turning & Milling - Machine 5,0,0,75.0
Case 18,Round Grinding - Machine 2,2,0,130.0
Case 18,Round Grinding - Machine 2,12,0,285.0
Case 18,Packing,75,0,60.0
Case 18,Lapping - Machine 1,0,0,75.0
Case 18,Round Grinding - Machine 2,10,0,305.0
Case 18,Final Inspection Q.C.,0,0,90.0
Case 18,Round Grinding - Machine 2,17,0,399.0
Case 18,Final Inspection Q.C.,75,0,90.0
Case 18,Final Inspection Q.C.,0,6,60.0
Case 18,Final Inspection Q.C.,0,5,40.0
Case 18,Final Inspection Q.C.,0,4,45.0
Case 18,Final Inspection Q.C.,0,1,27.0
Case 18,Lapping - Machine 1,24,0,130.0
Case 18,Round Grinding - Machine 2,10,0,450.0
Case 18,Lapping - Machine 1,0,0,75.0
Case 18,Lapping - Machine 1,0,0,75.0
Case 18,Round Grinding - Machine 2,7,0,146.0
Case 18,Round Grinding - Machine 2,21,0,535.0
Case 18,Lapping - Machine 1,45,0,442.0
Case 18,Final Inspection Q.C.,47,0,65.0
Case 18,Round Grinding - Machine 2,16,0,582.0
Case 18,Lapping - Machine 1,0,0,75.0
Case 18,Packing,47,0,60.0
Case 18,Lapping - Machine 1,45,0,75.0
Case 18,Round Grinding - Machine 2,22,0,514.0
Case 18,Final Inspection Q.C.,0,8,30.0
Case 18,Lapping - Machine 1,30,0,191.0
Case 18,Round Grinding - Machine 2,20,0,440.0
Case 18,Final Inspection Q.C.,0,0,220.0
Case 18,Grinding Rework - Machine 27,0,0,47.0
Case 18,Lapping - Machine 1,0,0,1.0
Case 18,Round Grinding - Machine 2,29,0,640.0
Case 18,Laser Marking - Machine 7,0,0,75.0
Case 18,Lapping - Machine 1,0,0,75.0
Case 18,Final Inspection Q.C.,0,0,100.0
Case 18,Grinding Rework - Machine 27,0,0,611.0
Case 18,Round Grinding - Machine 2,20,0,516.0
Case 18,Lapping - Machine 1,0,0,208.0
Case 18,Final Inspection Q.C.,0,0,230.0
Case 18,Lapping - Machine 1,65,0,85.0
Case 18,Final Inspection Q.C.,0,0,192.0
Case 18,Lapping - Machine 1,2,0,75.0
Case 18,Round Grinding - Machine 2,8,0,163.0
Case 18,Round Grinding - Machine 2,16,0,329.0
Case 18,Round Grinding - Machine 2,1,0,115.0
Case 18,Round Grinding - Machine 2,1,0,23.0
Case 18,Round Grinding - Machine 2,4,0,112.0
Case 18,Round Grinding - Machine 2,27,0,638.0
Case 18,Round Grinding - Machine 2,26,0,638.0
Case 18,Round Grinding - Machine 2,7,0,177.0
Case 18,Round Grinding - Machine 2,2,0,17.0
Case 18,Grinding Rework - Machine 27,0,0,88.0
Case 18,Final Inspection Q.C.,0,0,170.0
Case 18,Grinding Rework - Machine 27,0,0,14.0
Case 18,Final Inspection Q.C.,89,0,60.0
Case 18,Packing,89,0,60.0
Case 18,Final Inspection Q.C.,20,0,155.0
Case 18,Packing,20,0,60.0
Case 18,Final Inspection Q.C.,0,0,181.0
Case 18,Final Inspection Q.C.,0,0,70.0
Case 18,Final Inspection Q.C.,0,0,230.0
Case 18,Final Inspection Q.C.,0,0,284.0
Case 18,Final Inspection Q.C.,0,0,100.0
Case 18,Final Inspection Q.C.,0,0,90.0
Case 18,Final Inspection Q.C.,0,0,230.0
Case 18,Final Inspection Q.C.,0,0,130.0
Case 18,Grinding Rework - Machine 27,0,0,105.0
Case 18,Grinding Rework - Machine 27,0,0,15.0
Case 18,Grinding Rework - Machine 27,0,0,98.0
Case 18,Final Inspection Q.C.,130,0,30.0
Case 18,Grinding Rework - Machine 27,0,0,75.0
Case 18,Grinding Rework - Machine 12,0,0,90.0
Case 18,Packing,130,0,60.0
Case 18,Final Inspection Q.C.,0,0,65.0
Case 18,Packing,15,0,60.0
Case 18,Final Inspection Q.C.,15,0,12.0
Case 182,Turning & Milling Q.C.,0,0,3.0
Case 182,Grinding Rework - Machine 12,0,0,100.0
Case 182,Final Inspection Q.C.,5,1,70.0
Case 182,Turning & Milling Q.C.,0,3,75.0
